"Имя","Синоним","Тип клиента","Порт","Строка соединения","Логин","Пароль","Запускаемая обработка","Дополнительные параметры строки запуска"
"AvtotestQA","","Тонкий","","Srvr=""localhost"";Ref=""AvtotestQA"";","","","",""
